Temperature - (Celsius), Year, Statistics, Country, ISO3
8.34122, 1998, Dec Average, Portugal, PRT
8.60998, 1999, Jan Average, Portugal, PRT
9.08999, 1999, Feb Average, Portugal, PRT
11.8335, 1999, Mar Average, Portugal, PRT
14.1692, 1999, Apr Average, Portugal, PRT
16.9865, 1999, May Average, Portugal, PRT
20.2617, 1999, Jun Average, Portugal, PRT
23.0737, 1999, Jul Average, Portugal, PRT
22.423, 1999, Aug Average, Portugal, PRT
19.5913, 1999, Sep Average, Portugal, PRT
16.2512, 1999, Oct Average, Portugal, PRT
11.2475, 1999, Nov Average, Portugal, PRT
9.39849, 1999, Dec Average, Portugal, PRT
7.13467, 2000, Jan Average, Portugal, PRT
11.5877, 2000, Feb Average, Portugal, PRT
12.7842, 2000, Mar Average, Portugal, PRT
11.7822, 2000, Apr Average, Portugal, PRT
16.7567, 2000, May Average, Portugal, PRT
21.1745, 2000, Jun Average, Portugal, PRT
21.7715, 2000, Jul Average, Portugal, PRT
22.4885, 2000, Aug Average, Portugal, PRT
20.4062, 2000, Sep Average, Portugal, PRT
15.7005, 2000, Oct Average, Portugal, PRT
11.2798, 2000, Nov Average, Portugal, PRT
10.7351, 2000, Dec Average, Portugal, PRT
9.92491, 2001, Jan Average, Portugal, PRT
10.5749, 2001, Feb Average, Portugal, PRT
13.0963, 2001, Mar Average, Portugal, PRT
14.0473, 2001, Apr Average, Portugal, PRT
16.3796, 2001, May Average, Portugal, PRT
21.2522, 2001, Jun Average, Portugal, PRT
21.5575, 2001, Jul Average, Portugal, PRT
22.4844, 2001, Aug Average, Portugal, PRT
19.8173, 2001, Sep Average, Portugal, PRT
17.1778, 2001, Oct Average, Portugal, PRT
10.4871, 2001, Nov Average, Portugal, PRT
7.483, 2001, Dec Average, Portugal, PRT
9.91276, 2002, Jan Average, Portugal, PRT
10.5031, 2002, Feb Average, Portugal, PRT
12.2476, 2002, Mar Average, Portugal, PRT
13.5099, 2002, Apr Average, Portugal, PRT
15.2435, 2002, May Average, Portugal, PRT
19.4895, 2002, Jun Average, Portugal, PRT
21.5015, 2002, Jul Average, Portugal, PRT
21.1834, 2002, Aug Average, Portugal, PRT
18.9572, 2002, Sep Average, Portugal, PRT
16.651, 2002, Oct Average, Portugal, PRT
12.1451, 2002, Nov Average, Portugal, PRT
11.0109, 2002, Dec Average, Portugal, PRT
8.78032, 2003, Jan Average, Portugal, PRT
9.0206, 2003, Feb Average, Portugal, PRT
12.7642, 2003, Mar Average, Portugal, PRT
13.7353, 2003, Apr Average, Portugal, PRT
17.7316, 2003, May Average, Portugal, PRT
21.8859, 2003, Jun Average, Portugal, PRT
22.5137, 2003, Jul Average, Portugal, PRT
24.3683, 2003, Aug Average, Portugal, PRT
21.1357, 2003, Sep Average, Portugal, PRT
15.6023, 2003, Oct Average, Portugal, PRT
12.3513, 2003, Nov Average, Portugal, PRT
9.29943, 2003, Dec Average, Portugal, PRT
10.0903, 2004, Jan Average, Portugal, PRT
9.72434, 2004, Feb Average, Portugal, PRT
11.0042, 2004, Mar Average, Portugal, PRT
13.1631, 2004, Apr Average, Portugal, PRT
15.7241, 2004, May Average, Portugal, PRT
22.3587, 2004, Jun Average, Portugal, PRT
23.1589, 2004, Jul Average, Portugal, PRT
22.4285, 2004, Aug Average, Portugal, PRT
20.6842, 2004, Sep Average, Portugal, PRT
16.4274, 2004, Oct Average, Portugal, PRT
11.0235, 2004, Nov Average, Portugal, PRT
8.96727, 2004, Dec Average, Portugal, PRT
7.77599, 2005, Jan Average, Portugal, PRT
7.4261, 2005, Feb Average, Portugal, PRT
11.6378, 2005, Mar Average, Portugal, PRT
14.1082, 2005, Apr Average, Portugal, PRT
17.639, 2005, May Average, Portugal, PRT
22.2908, 2005, Jun Average, Portugal, PRT
22.8111, 2005, Jul Average, Portugal, PRT
23.3465, 2005, Aug Average, Portugal, PRT
20.2758, 2005, Sep Average, Portugal, PRT
17.0062, 2005, Oct Average, Portugal, PRT
11.2028, 2005, Nov Average, Portugal, PRT
9.12872, 2005, Dec Average, Portugal, PRT
7.72941, 2006, Jan Average, Portugal, PRT
8.47102, 2006, Feb Average, Portugal, PRT
12.0346, 2006, Mar Average, Portugal, PRT
14.6685, 2006, Apr Average, Portugal, PRT
18.1572, 2006, May Average, Portugal, PRT
21.003, 2006, Jun Average, Portugal, PRT
24.0194, 2006, Jul Average, Portugal, PRT
23.0275, 2006, Aug Average, Portugal, PRT
21.272, 2006, Sep Average, Portugal, PRT
17.7763, 2006, Oct Average, Portugal, PRT
14.1191, 2006, Nov Average, Portugal, PRT
9.48034, 2006, Dec Average, Portugal, PRT
8.84231, 2007, Jan Average, Portugal, PRT
11.0317, 2007, Feb Average, Portugal, PRT
11.661, 2007, Mar Average, Portugal, PRT
13.9467, 2007, Apr Average, Portugal, PRT
16.4298, 2007, May Average, Portugal, PRT
19.1498, 2007, Jun Average, Portugal, PRT
22.0761, 2007, Jul Average, Portugal, PRT
21.764, 2007, Aug Average, Portugal, PRT
20.3106, 2007, Sep Average, Portugal, PRT
16.7489, 2007, Oct Average, Portugal, PRT
11.9871, 2007, Nov Average, Portugal, PRT
9.1086, 2007, Dec Average, Portugal, PRT
10.4546, 2008, Jan Average, Portugal, PRT
11.663, 2008, Feb Average, Portugal, PRT
11.7732, 2008, Mar Average, Portugal, PRT
14.4131, 2008, Apr Average, Portugal, PRT
15.413, 2008, May Average, Portugal, PRT
20.8509, 2008, Jun Average, Portugal, PRT
22.1493, 2008, Jul Average, Portugal, PRT
22.3815, 2008, Aug Average, Portugal, PRT
19.4993, 2008, Sep Average, Portugal, PRT
15.8273, 2008, Oct Average, Portugal, PRT
10.4801, 2008, Nov Average, Portugal, PRT
8.64142, 2008, Dec Average, Portugal, PRT
8.38616, 2009, Jan Average, Portugal, PRT
9.60579, 2009, Feb Average, Portugal, PRT
13.104, 2009, Mar Average, Portugal, PRT
12.8029, 2009, Apr Average, Portugal, PRT
17.4444, 2009, May Average, Portugal, PRT
21.2111, 2009, Jun Average, Portugal, PRT
22.3856, 2009, Jul Average, Portugal, PRT
23.7448, 2009, Aug Average, Portugal, PRT
21.2708, 2009, Sep Average, Portugal, PRT
18.5633, 2009, Oct Average, Portugal, PRT
13.3436, 2009, Nov Average, Portugal, PRT
9.42478, 2009, Dec Average, Portugal, PRT
8.76062, 2010, Jan Average, Portugal, PRT
8.88719, 2010, Feb Average, Portugal, PRT
10.9792, 2010, Mar Average, Portugal, PRT
14.7977, 2010, Apr Average, Portugal, PRT
16.2606, 2010, May Average, Portugal, PRT
19.9268, 2010, Jun Average, Portugal, PRT
23.9414, 2010, Jul Average, Portugal, PRT
24.182, 2010, Aug Average, Portugal, PRT
20.7084, 2010, Sep Average, Portugal, PRT
16.2331, 2010, Oct Average, Portugal, PRT
11.5436, 2010, Nov Average, Portugal, PRT
9.06998, 2010, Dec Average, Portugal, PRT
9.03301, 2011, Jan Average, Portugal, PRT
9.71835, 2011, Feb Average, Portugal, PRT
11.1973, 2011, Mar Average, Portugal, PRT
15.5931, 2011, Apr Average, Portugal, PRT
17.9087, 2011, May Average, Portugal, PRT
20.5694, 2011, Jun Average, Portugal, PRT
22.0239, 2011, Jul Average, Portugal, PRT
23.0515, 2011, Aug Average, Portugal, PRT
21.2982, 2011, Sep Average, Portugal, PRT
18.2558, 2011, Oct Average, Portugal, PRT
12.6062, 2011, Nov Average, Portugal, PRT
9.32371, 2011, Dec Average, Portugal, PRT
8.73142, 2012, Jan Average, Portugal, PRT
8.53323, 2012, Feb Average, Portugal, PRT
12.5448, 2012, Mar Average, Portugal, PRT
12.2068, 2012, Apr Average, Portugal, PRT
17.7178, 2012, May Average, Portugal, PRT
21.1341, 2012, Jun Average, Portugal, PRT
22.2697, 2012, Jul Average, Portugal, PRT
23.2472, 2012, Aug Average, Portugal, PRT
20.9686, 2012, Sep Average, Portugal, PRT
16.7284, 2012, Oct Average, Portugal, PRT
11.9861, 2012, Nov Average, Portugal, PRT
10.0433, 2012, Dec Average, Portugal, PRT
9.56162, 2013, Jan Average, Portugal, PRT
9.00622, 2013, Feb Average, Portugal, PRT
11.3403, 2013, Mar Average, Portugal, PRT
13.2871, 2013, Apr Average, Portugal, PRT
15.071, 2013, May Average, Portugal, PRT
19.7205, 2013, Jun Average, Portugal, PRT
23.3212, 2013, Jul Average, Portugal, PRT
23.5206, 2013, Aug Average, Portugal, PRT
21.327, 2013, Sep Average, Portugal, PRT
17.6376, 2013, Oct Average, Portugal, PRT
11.6936, 2013, Nov Average, Portugal, PRT
9.06378, 2013, Dec Average, Portugal, PRT
9.93155, 2014, Jan Average, Portugal, PRT
9.6012, 2014, Feb Average, Portugal, PRT
11.9699, 2014, Mar Average, Portugal, PRT
14.7329, 2014, Apr Average, Portugal, PRT
16.9932, 2014, May Average, Portugal, PRT
20.2223, 2014, Jun Average, Portugal, PRT
21.8949, 2014, Jul Average, Portugal, PRT
22.5655, 2014, Aug Average, Portugal, PRT
21.1723, 2014, Sep Average, Portugal, PRT
18.6141, 2014, Oct Average, Portugal, PRT
12.8757, 2014, Nov Average, Portugal, PRT
9.09349, 2014, Dec Average, Portugal, PRT
8.62872, 2015, Jan Average, Portugal, PRT
8.88652, 2015, Feb Average, Portugal, PRT
11.5485, 2015, Mar Average, Portugal, PRT
14.4668, 2015, Apr Average, Portugal, PRT
17.8698, 2015, May Average, Portugal, PRT
21.2303, 2015, Jun Average, Portugal, PRT
23.6022, 2015, Jul Average, Portugal, PRT
22.8537, 2015, Aug Average, Portugal, PRT
19.7688, 2015, Sep Average, Portugal, PRT
16.8756, 2015, Oct Average, Portugal, PRT
13.4716, 2015, Nov Average, Portugal, PRT
10.9685, 2015, Dec Average, Portugal, PRT
10.5401, 2016, Jan Average, Portugal, PRT
10.1133, 2016, Feb Average, Portugal, PRT
10.7139, 2016, Mar Average, Portugal, PRT
12.8616, 2016, Apr Average, Portugal, PRT
16.1185, 2016, May Average, Portugal, PRT
20.7082, 2016, Jun Average, Portugal, PRT
22.9819, 2016, Jul Average, Portugal, PRT
23.8041, 2016, Aug Average, Portugal, PRT
21.2325, 2016, Sep Average, Portugal, PRT
17.3209, 2016, Oct Average, Portugal, PRT
12.0073, 2016, Nov Average, Portugal, PRT
10.0761, 2016, Dec Average, Portugal, PRT
